store,name,address,city,zipcode,store_location,county_number
4650,Loofts on 9 Liquor Here or Liquor Th,"202, W 4th AVE",SWEA CITY,50590,"202, W 4th AVE
SWEA CITY 50590
(43.399746099000026, -94.309935856999971)",55
5060,L&M Mighty Shop,"504, E BURLINGTON ST",IOWA CITY,52240,"504, E BURLINGTON ST
IOWA CITY 52240
(41.657878168000025, -91.528529829999968)",52
5084,Ismoke,"3221, 1ST AVE SE",CEDAR RAPIDS,52402,"3221, 1ST AVE SE
CEDAR RAPIDS 52402
(42.010431465000067, -91.634883136999974)",57
4934,Casey's General Store #2811 / Spring,"605, 6th ST S",SPRINGVILLE,52336,"605, 6th ST S
SPRINGVILLE 52336
(42.050972196000032, -91.443848638999953)",57
5081,Casey's General Store #3035 / Atlant,701 POPLAR ST,ATLANTIC,50022,"701 POPLAR ST
ATLANTIC 50022
(41.403620272000069, -95.014487674999941)",15
5082,Casey's General Store #2365 / Atlant,911 SW 7TH ST,ATLANTIC,50022,"911 SW 7TH ST
ATLANTIC 50022
(41.401482789000056, -95.028332340999953)",15
4942,East Village Pantry,"333, E GRAND AVE",DES MOINES,50309,"333, E GRAND AVE
DES MOINES 50309
(41.590213875000074, -93.613274961999991)",77
9023,Iowa Legendary Rye,"314, Prairie View Dr.",Carroll,51401,"314, Prairie View Dr.
Carroll 51401
(42.056430555000077, -94.874717042999976)",14
5073,"Williams Boulevard Service, Inc.","2601, WILLIAMS BLVD SW",CEDAR RAPIDS,52404,"2601, WILLIAMS BLVD SW
CEDAR RAPIDS 52404
(41.964595999000039, -91.706823546999942)",57
4568,Select Mart   Floyd Blvd,4103 FLOYD BLVD,SIOUX CITY,51108,"4103 FLOYD BLVD
SIOUX CITY 51108
(42.542004416000054, -96.35855642699994)",97
5033,Kwik Stop,"4335, TEXAS ST",WATERLOO,50702,"4335, TEXAS ST
WATERLOO 50702
(42.452785540000036, -92.306860474999951)",7
5052,Casey's General Store #3220 / Greenf,"302, SE 6TH ST",GREENFIELD,50849,"302, SE 6TH ST
GREENFIELD 50849
(41.30308661600003, -94.453291755999942)",1
5089,Mos Mini Mart,"614, E ERIE ST",MISSOURI VALLEY,51555,"614, E ERIE ST
MISSOURI VALLEY 51555
(41.556373663000045, -95.886820317999991)",43
5091,Kum & Go #436 / Muscatine,501 CEDAR ST,MUSCATINE,52761,"501 CEDAR ST
MUSCATINE 52761
(41.425061932000062, -91.046057910999991)",70
5020,Petromart Stanwood,"1118, HIGHWAY 30",STANWOOD,52337,"1118, HIGHWAY 30
STANWOOD 52337
(41.888442846000032, -91.148579880999989)",16
4838,Casey's General Store #2448 / Ogden,"102, W VETERANS DR",OGDEN,50212,"102, W VETERANS DR
OGDEN 50212
(42.03195263200007, -94.028390247999937)",8
4776,The Market on 30 / Carroll,"420, WEST HWY 30",CARROLL,51401,"420, WEST HWY 30
CARROLL 51401
(42.067404887000066, -94.872833061999984)",14
5074,New Pioneer Food Co-op  / Center Poi,3338 CENTER POINT RD NE,CEDAR RAPIDS,52402,"3338 CENTER POINT RD NE
CEDAR RAPIDS 52402
(42.012392648000059, -91.664096937999943)",57
5046,West K Mart,"707, PALEAN ST",KEOKUK,52632,"707, PALEAN ST
KEOKUK 52632
(40.393692505000047, -91.391259648999949)",56
2571,Hy-vee Food Store #2/wate,2181 LOGAN AVE,WATERLOO,50703,"2181 LOGAN AVE
WATERLOO 50703
(42.530359456000042, -92.337597591999952)",7
2587,Hy-vee Food Store/johnsto,5750 MERLE HAY ROAD,JOHNSTON,50131,"5750 MERLE HAY ROAD
JOHNSTON 50131
(41.664847767000026, -93.697799030999988)",77
2622,Hy-vee Food Store / Iowa,1201 N DODGE,IOWA CITY,52240,"1201 N DODGE
IOWA CITY 52240
(41.648509012000034, -91.517948292999961)",52
2954,Dahl's / Ingersoll,3425 INGERSOLL,DES MOINES,50300,"3425 INGERSOLL
DES MOINES 50300
(41.589761958000054, -93.615646302999949)",77
2846,CVS Pharmacy #8443 / Cedar Rapids,3419 16th AVE SW,CEDAR RAPIDS,52404,"3419 16th AVE SW
CEDAR RAPIDS 52404
(41.963593513000035, -91.716590287999963)",57
3678,"Smoke Shop, The",1918 SE 14TH ST,DES MOINES,50320,"1918 SE 14TH ST
DES MOINES 50320
(41.571289880000052, -93.596947428999954)",77
3772,Shop N Save #1 / Mlk Pkwy,2127 M L KING JR PKWY,DES MOINES,50314,"2127 M L KING JR PKWY
DES MOINES 50314
(41.613649647000045, -93.64584868999998)",77
3785,Southside Tobacco and Liquor,2424 SW 9TH ST,DES MOINES,50315,"2424 SW 9TH ST
DES MOINES 50315
(41.563981625000054, -93.624521983999955)",77
3826,Terribles Lakeside Casino,777 CASINO DR,OSCEOLA,50213,"777 CASINO DR
OSCEOLA 50213
(41.039289708000069, -93.798865525999986)",20
3925,Johncy's Liquor Store Inc,585 HWY 965 S  STE E,NORTH LIBERTY,52317,"585 HWY 965 S STE E
NORTH LIBERTY 52317
(41.738120769000034, -91.60767776299997)",48
4050,Five Star Snacks and Liquor,437 SULLIVAN,WATERLOO,50701,"437 SULLIVAN
WATERLOO 50701
(42.48712929900006, -92.355883152999979)",7
4036,Five Star Snacks and More,315 FLETCHER AVE,WATERLOO,50701,"315 FLETCHER AVE
WATERLOO 50701
(42.488963596000076, -92.367098108999983)",7
4068,Sa Petro Mart,136  1ST ST,WEST DES MOINES,50265,"136 1ST ST
WEST DES MOINES 50265
(41.570610105000071, -93.703367267999965)",77
4108,Oasis Grocery and Liquor /,2917 PAYNE,DES MOINES,50310,"2917 PAYNE
DES MOINES 50310
(41.620098304000066, -93.658310744999937)",77
4132,Camanche Food Pride,908 7TH AVE,CAMANCHE,52730,"908 7TH AVE
CAMANCHE 52730
(41.788591211000039, -90.257360477999953)",23
4134,Pleasantville Grocery,105 W MONROE ST,PLEASANTVILLE,50225,"105 W MONROE ST
PLEASANTVILLE 50225
(41.386663293000026, -93.269710616999987)",63
4161,Fareway Stores #950 / Iowa City,2530 WESTWINDS DR,IOWA CITY,52246,"2530 WESTWINDS DR
IOWA CITY 52246
(41.650957564000066, -91.57518687299995)",52
4170,Dewey's Jack and Jill,115 E MAIN ST  PO BOX 359,WEST BRANCH,52358,"115 E MAIN ST PO BOX 359
WEST BRANCH 52358
(41.671438221000074, -91.345700730999965)",16
4288,Uptown Liquor and Tobacco,2000 WILEY BLVD SW STE 106,CEDAR RAPIDS,52404,"2000 WILEY BLVD SW STE 106
CEDAR RAPIDS 52404
(41.959750653000071, -91.72587767899995)",57
4349,Southside Food Mart,1101 ARMY POST RD,DES MOINES,50315,"1101 ARMY POST RD
DES MOINES 50315
(41.526263387000029, -93.603360729999963)",77
4412,Kum and  Go #267 / Tipton,2050 IA HIGHWAY 38,TIPTON,52772,"2050 IA HIGHWAY 38
TIPTON 52772
(41.649713101000032, -91.118032238999945)",16
4597,Quik Trip #523 / Army Post DM,850 ARMY POST RD,DES MOINES,50315,"850 ARMY POST RD
DES MOINES 50315
(41.526443143000051, -93.624961404999965)",77
4641,Kum & Go #573 / SE 14th DM,5830 SE 14th ST,DES MOINES,50315,"5830 SE 14th ST
DES MOINES 50315
(41.531769838000059, -93.63541982299995)",77
4677,Costco Wholesale #1111 / Coralville,2900 HEARTLAND DR,CORALVILLE,52241,"2900 HEARTLAND DR
CORALVILLE 52241
(41.69794646400004, -91.615260929999977)",52
4648,Prime Mart / Broadway Waterloo,508 BROADWAY ST,WATERLOO,50703,"508 BROADWAY ST
WATERLOO 50703
(42.51043074200004, -92.345043637999936)",7
4683,New Star 3 / Waterloo,1459 ANSBOROUGH AVE,WATERLOO,50701,"1459 ANSBOROUGH AVE
WATERLOO 50701
(42.493069312000046, -92.376933036999958)",7
4686,Sunny's Mart / Clinton,630 N 3rd ST,CLINTON,52732,"630 N 3rd ST
CLINTON 52732
(41.850745360000076, -90.189913136999962)",23
4759,Walgreens #10855 / Waterloo,1850 LOGAN AVE,WATERLOO,50703,"1850 LOGAN AVE
WATERLOO 50703
(42.526839235000068, -92.337592982999979)",7
4804,Walgreens #07833 / Des Moines,3501 INGERSOLL AVE,DES MOINES,50312,"3501 INGERSOLL AVE
DES MOINES 50312
(41.586367559000053, -93.664559568999948)",77
4802,Walgreens #07452 / Des Moines,4415 DOUGLAS AVE,DES MOINES,50310,"4415 DOUGLAS AVE
DES MOINES 50310
(41.629518208000036, -93.679350258999989)",77
4819,Super Stop 2 / Altoona,2635 ADVENTURELAND DR,ALTOONA,50009,"2635 ADVENTURELAND DR
ALTOONA 50009
(41.65855801400005, -93.494640635999986)",77
4827,Sauce,108 E COLLEGE ST,IOWA CITY,52240,"108 E COLLEGE ST
IOWA CITY 52240
(41.658995572000038, -91.534418835999986)",52
4881,Sperry One Stop Shop LLC,516 HWY 141,COON RAPIDS,50058,"516 HWY 141
COON RAPIDS 50058
(41.876919549000036, -94.707920256999955)",14
4939,Urban Liquor,6401 DOUGLAS AVE   STE 1,URBANDALE,50322,"6401 DOUGLAS AVE STE 1
URBANDALE 50322
(41.629428330000053, -93.705500141999948)",77
2106,Hillstreet News and Tobacco,2217 COLLEGE,CEDAR FALLS,50613,"2217 COLLEGE
CEDAR FALLS 50613
(42.517169286000069, -92.455837838999969)",7
2130,Sycamore Convenience,617 SYCAMORE,WATERLOO,50703,"617 SYCAMORE
WATERLOO 50703
(42.497833997000043, -92.335314921999952)",7
2487,Anamosa Family Foods,402 EAST MAIN,ANAMOSA,52205,"402 EAST MAIN
ANAMOSA 52205
(42.108299529000078, -91.281794926999964)",53
2448,Bottle Boutique,705 E. SECOND,INDIANOLA,50125,"705 E. SECOND
INDIANOLA 50125
(41.358162754000034, -93.552640740999948)",91
4163,Fareway Stores #461 / Storm Lake,731 SENECA ST,STORM LAKE,50588,"731 SENECA ST
STORM LAKE 50588
(42.645892728000035, -95.196873147999952)",11
3930,Kuennen's Liquor Store,106 W MAINS ST PO BOX 142,ST LUCAS,52166,"106 W MAINS ST PO BOX 142
ST LUCAS 52166
(43.066634821000036, -91.933522204999974)",33
4046,J and K Market,113 W VANBUREN,CENTERVILLE,52544,"113 W VANBUREN
CENTERVILLE 52544
(40.734902997000063, -92.874339633999966)",4
4112,Corridor Ventures,618 MEADE DR,NORTH LIBERTY,52317,"618 MEADE DR
NORTH LIBERTY 52317
(41.752368734000072, -91.608694075999949)",52
4133,Mccoy's 1447,1447  2ND ST,WEBSTER CITY,50595,"1447 2ND ST
WEBSTER CITY 50595
(42.469597990000068, -93.839034044999948)",40
4202,Fareway Stores #829 / Sioux City,4267 SERGEANT RD,SIOUX CITY,51106,"4267 SERGEANT RD
SIOUX CITY 51106
(42.450393815000041, -96.354995910999946)",97
4196,Fareway Stores #987 / Davenport,1635 WEST 53RD ST,DAVENPORT,52806,"1635 WEST 53RD ST
DAVENPORT 52806
(41.574482924000051, -90.598530090999986)",82
4251,Aj's Liquor / Ames,4518 MORTENSON RD STE 109,AMES,50014,"4518 MORTENSON RD STE 109
AMES 50014
(42.012071182000057, -93.67933605799999)",85
4324,Dayton Community Grocery,22 NORTH MAIN,DAYTON,50530,"22 NORTH MAIN
DAYTON 50530
(42.261680753000064, -94.068433192999976)",94
4346,Roy's Foodland,105 PEARL ST,SHELLSBURG,52332,"105 PEARL ST
SHELLSBURG 52332
(42.094112475000031, -91.86922384199994)",6
4463,Casey's General Store #3031 / Garner,145 US HWY 18 W,GARNER,50438,"145 US HWY 18 W
GARNER 50438
(43.105859040000041, -93.603284576999954)",41
4509,A J'S LIQUOR II,2515 CHAMBERLAIN,AMES,50010,"2515 CHAMBERLAIN
AMES 50010
(42.032116513000062, -93.616286143999957)",85
4466,THE PUMPER,515 W WATER ST,FAYETTE,52142,"515 W WATER ST
FAYETTE 52142
(42.844466870000076, -91.808879994999984)",33
4465,HOME TOWN FOOD ON 4,714 S EAST ST,POMEROY,50575,"714 S EAST ST
POMEROY 50575
(42.543149784000036, -94.67812739499999)",13
4494,SELECT MART / SIOUX CITY,800 HAMILTON BLVD,SIOUX CITY,51103,"800 HAMILTON BLVD
SIOUX CITY 51103
(42.504388176000077, -96.417375804999949)",97
4599,Quik Trip #500 / Hubbell DM,3700 HUBBELL AVE,DES MOINES,50317,"3700 HUBBELL AVE
DES MOINES 50317
(41.629256640000051, -93.544473367999956)",77
4663,Casey's General Store #3077 / Peosta,236 PEOSTA ST,PEOSTA,52068,"236 PEOSTA ST
PEOSTA 52068
(42.444328294000059, -90.850342231999946)",31
4685,Kwik Stop Food Mart,2360 Central,Dubuque,52001,"2360 Central
Dubuque 52001
(42.515846467000074, -90.67270247099998)",31
4695,Walgreens #09791 / Altoona,101 8th ST SE,ALTOONA,50009,"101 8th ST SE
ALTOONA 50009
(41.644068071000049, -93.463670757999978)",77
4705,Walgreens #05977 / Coralville,102 SECOND ST,CORALVILLE,52241,"102 SECOND ST
CORALVILLE 52241
(41.669084109000039, -91.565900633999945)",52
4765,Kwik Stop C-Stores / Dubuque,2335 UNIVERSITY AVE,DUBUQUE,52001,"2335 UNIVERSITY AVE
DUBUQUE 52001
(42.499565877000066, -90.696952241999952)",31
4767,Casey's General Store #3075 / Ankeny,"6981, NE 14TH ST",ANKENY,50023,"6981, NE 14TH ST
ANKENY 50023
(41.687894124000024, -93.600613752999948)",77
4879,Sam's Mini Mart / Morningside Ave Si,4218 MORNINGSIDE AVE,SIOUX CITY,51106,"4218 MORNINGSIDE AVE
SIOUX CITY 51106
(42.470621710000046, -96.352831890999937)",97
4914,Prime Mart / Center St,2728 CENTER ST,CEDAR FALLS,50613,"2728 CENTER ST
CEDAR FALLS 50613
(42.561050482000041, -92.456017594999992)",7
4919,Kum & Go #4084 / Altoona,101 8TH ST SW,ALTOONA,50009,"101 8TH ST SW
ALTOONA 50009
(41.644068071000049, -93.464970530999949)",77
4957,Kimmes Wall Lake Country Store,129 CENTER ST,WALL LAKE,51466,"129 CENTER ST
WALL LAKE 51466
(42.271328809000067, -95.090647740999941)",81
9001,Cedar Ridge Vineyards,1441 MARAK RD NW,SWISHER,52338,"1441 MARAK RD NW
SWISHER 52338
(41.83247306100003, -91.680054887999972)",52
2465,Sid's Beverage Shop,2727 DODGE ST,DUBUQUE,52003,"2727 DODGE ST
DUBUQUE 52003
(42.49202676200008, -90.706940876999965)",31
2290,Al's Liquors Unlimited,215 WEST MILWAUKEE,STORM LAKE,50588,"215 WEST MILWAUKEE
STORM LAKE 50588
(42.647486598000057, -95.202631096999937)",11
2536,Hy-vee/pleasant Hill,4815 MAPLE DRIVE,PLEASANT HILL,50317,"4815 MAPLE DRIVE
PLEASANT HILL 50317
(41.598099178000041, -93.519591337999941)",77
2559,Hy-vee Food Store / Albia,HWY. 34 WEST,ALBIA,52531,"HWY. 34 WEST
ALBIA 52531
(41.015451125000027, -92.811938220999991)",68
2637,Hy-vee #5 / Davenport,2351 W LOCUST,DAVENPORT,52804,"2351 W LOCUST
DAVENPORT 52804
(41.538175398000078, -90.611934177999956)",82
2585,Hy-vee Wine and Spirits / A,1516 HIGHWAY 169 NORTH,ALGONA,50511,"1516 HIGHWAY 169 NORTH
ALGONA 50511
(43.081537758000024, -94.23601221499996)",55
2624,Hy-vee #2 / Dubuque,2395 NW ARTERIAL RD,DUBUQUE,52002,"2395 NW ARTERIAL RD
DUBUQUE 52002
(42.51622670900008, -90.741060214999948)",31
2849,CVS Pharmacy #10162 / Des Moines,3151 SE 14TH ST,DES MOINES,50320,"3151 SE 14TH ST
DES MOINES 50320
(41.555946751000079, -93.596792268999991)",77
3400,Last Stop Beverage Shop,2839 E. UNIVERSITY,DES MOINES,50317,"2839 E. UNIVERSITY
DES MOINES 50317
(41.600423092000028, -93.561460305999958)",77
3540,Super Target T-533 / Davenport,5225 ELMORE AVE,DAVENPORT,52807,"5225 ELMORE AVE
DAVENPORT 52807
(41.571408636000058, -90.527903280999965)",82
3614,Ida Grove Food Pride,200 OAK GROVE DR,IDA GROVE,51445,"200 OAK GROVE DR
IDA GROVE 51445
(42.349483943000052, -95.472146240999962)",47
3655,M and M Liquor Store,2763 FLOYD BLVD,SIOUX CITY,51104,"2763 FLOYD BLVD
SIOUX CITY 51104
(42.518742151000026, -96.381051272999969)",97
3715,Kimberly Mart / Davenport,1714 E KIMBERLY RD,DAVENPORT,52807,"1714 E KIMBERLY RD
DAVENPORT 52807
(41.55700857000005, -90.550660846999961)",82
3744,Payless Foods / Dyersville,733 16TH AVE SE,DYERSVILLE,52040,"733 16TH AVE SE
DYERSVILLE 52040
(42.470182690000058, -91.115817051999954)",31
3869,Bootleggin' Barzini's Fin,412  1ST AVE,CORALVILLE,52241,"412 1ST AVE
CORALVILLE 52241
(41.672718709000037, -91.565581863999967)",52
3986,Siouxland Beverage,1203 5 ST,SIOUX CITY,51101,"1203 5 ST
SIOUX CITY 51101
(42.495377332000032, -96.39465050299998)",97
3857,Quillins Food Ranch / Waukon,9TH ST SW B,WAUKON,52172,"9TH ST SW B
WAUKON 52172
(43.269138066000039, -91.476574337999978)",3
3890,Smokin' Joe's #7 Tobacco and Liquor,904  1ST AVE NW,CEDAR RAPIDS,52405,"904 1ST AVE NW
CEDAR RAPIDS 52405
(41.97280715900007, -91.683870092999939)",57
3918,Smokin' Joe's #1 Tobacco and Liquor,3120 ROCKINGHAM RD,DAVENPORT,52802,"3120 ROCKINGHAM RD
DAVENPORT 52802
(41.510046173000035, -90.621654081999964)",82
3947,Seaton's Flag Foods,122 A EAST FRONT ST,BROOKLYN,52211,"122 A EAST FRONT ST
BROOKLYN 52211
(41.728605681000033, -92.445078290999959)",79
3952,Lot-a-spirits,3780 STATE ST,BETTENDORF,52722,"3780 STATE ST
BETTENDORF 52722
(41.529565827000056, -90.48082335099997)",82
3783,Dyno's Wine and Spirits / Pocahontas,14 1/2 E ELM,POCAHONTAS,50574,"14 1/2 E ELM
POCAHONTAS 50574
(42.732610205000071, -94.663906873999963)",76
3912,Smokin' Joe's #14 Tobacco and Liquor,225 EDGEWOOD RD,CEDAR RAPIDS,52405,"225 EDGEWOOD RD
CEDAR RAPIDS 52405
(41.973809644000028, -91.715973816999963)",57
3942,Twin Town Liquor,104 HIGHWAY 30 WEST,TOLEDO,52342,"104 HIGHWAY 30 WEST
TOLEDO 52342
(41.985976588000028, -92.579418910999948)",86
4101,Lucky Stop Inc.,301 WATER ST  PO BOX 166,CAMBRIDGE,50046,"301 WATER ST PO BOX 166
CAMBRIDGE 50046
(41.89946096400007, -93.529285140999946)",85
4070,Grieder Beverage Depot,708  13TH ST,BELLE PLAINE,52208,"708 13TH ST
BELLE PLAINE 52208
(41.897097634000033, -92.277061314999969)",6
4010,Newman's Thriftway,900 S LOCUST ST,GLENWOOD,51534,"900 S LOCUST ST
GLENWOOD 51534
(41.038121784000055, -95.746144519999973)",65
4176,Todds On The Go,235 EDGEWOOD RD NE,CEDAR RAPIDS,52405,"235 EDGEWOOD RD NE
CEDAR RAPIDS 52405
(41.974221009000075, -91.715973816999963)",57
4136,Fareway Stores #983 / Grimes,351 GATEWAY DR,GRIMES,50111,"351 GATEWAY DR
GRIMES 50111
(41.686487021000062, -93.780060841999955)",77
4172,Shamrock Spirits,1204 WATER ST PO BOX 177,ALDEN,50006,"1204 WATER ST PO BOX 177
ALDEN 50006
(42.52045084100007, -93.37634559199995)",42
4194,Fareway Stores #848 / Newton,120 N 3RD AVE E,NEWTON,50208,"120 N 3RD AVE E
NEWTON 50208
(41.701451260000056, -93.05326088999999)",50
4195,Fareway Stores #792 / Toledo,1005 S COUNTY LINE RD,TOLEDO,52342,"1005 S COUNTY LINE RD
TOLEDO 52342
(41.986449157000038, -92.581633662999991)",86
4277,Cork It!,769 PROSPECT ST SW,LE MARS,51031,"769 PROSPECT ST SW
LE MARS 51031
(42.776286355000025, -96.178210495999963)",75
4298,Terry's Food Center,305 CRISMAN ST,DYSART,52224,"305 CRISMAN ST
DYSART 52224
(42.17149050300003, -92.307717772999979)",86
4332,Fast Mart / University Ave,1621 UNIVERSITY AVE,DES MOINES,50314,"1621 UNIVERSITY AVE
DES MOINES 50314
(41.600448442000072, -93.639951438999958)",77
4336,Last Call 2,120 N MAIN ST,GEORGE,51237,"120 N MAIN ST
GEORGE 51237
(43.344279477000043, -96.002388422999957)",60
4386,KUM & GO #701 / MARSHALLTOWN,613 N. 3RD AVE N,MARSHALLTOWN,50158,"613 N. 3RD AVE N
MARSHALLTOWN 50158
(42.056641496000054, -92.908053095999946)",64
4388,QUIK TRIP #566 / CLIVE,11925 UNIVERSITY AVE,CLIVE,50325,"11925 UNIVERSITY AVE
CLIVE 50325
(41.600497991000054, -93.78225017699998)",77
4616,C's Spencer Liquor,719 2ND AVE W,SPENCER,51301,"719 2ND AVE W
SPENCER 51301
(43.145338022000033, -95.147798614999942)",21
4920,Kum & Go #129 / Johnston,5225 NW 86TH ST,JOHNSTON,50131,"5225 NW 86TH ST
JOHNSTON 50131
(41.655680767000035, -93.736393969999938)",77
4411,KUM & GO #95 / DE SOTO,1203 GUTHRIE ST,DE SOTO,50069,"1203 GUTHRIE ST
DE SOTO 50069
(41.53787032200006, -94.012614356999961)",25
4443,palo mini mart,1204 1ST ST,PALO,52324,"1204 1ST ST
PALO 52324
(42.070200322000062, -91.795733611999935)",57
4461,QUIK TRIP #503 / WINDSOR HEIGHTS,7220 HICKMAN RD,WINDSOR HEIGHTS,50324,"7220 HICKMAN RD
WINDSOR HEIGHTS 50324
(41.614630275000025, -93.717092419999972)",77
4489,Casey's General Store #2763,641 EDGEWOOD RD NW,CEDAR RAPIDS,52405,"641 EDGEWOOD RD NW
CEDAR RAPIDS 52405
(41.979740438000078, -91.715933486999973)",57
4485,DYNO'S 51 / SANBORN,101 W 7TH ST,SANBORN,51248,"101 W 7TH ST
SANBORN 51248
(43.185964699000067, -95.655911764999985)",71
4508,Casey's General Store #2877 / Spence,805 GRAND AVE S,SPENCER,51301,"805 GRAND AVE S
SPENCER 51301
(43.129756867000026, -95.143938470999956)",21
4566,Kum & Go #508 / Cedar Rapids,30 FOUR OAKS DR SW,CEDAR RAPIDS,52404,"30 FOUR OAKS DR SW
CEDAR RAPIDS 52404
(41.946559010000044, -91.695068096999989)",57
4563,The Molehill,315 MAIN ST,IRETON,51027,"315 MAIN ST
IRETON 51027
(42.975107973000036, -96.318223106999937)",84
4571,Casey's General Store #2357 / Alliso,"100, CHERRY ST",ALLISON,50602,"100, CHERRY ST
ALLISON 50602
(42.745068736000064, -92.790443192999987)",12
4769,Elma Locker and Grocery,"100, GRANT ST",ELMA,50628,"100, GRANT ST
ELMA 50628
(43.244310755000072, -92.435210315999939)",45
4660,Hill Brothers Jiffy Mart / Cedar Rap,"1904, MT VERNON RD SE",CEDAR RAPIDS,52403,"1904, MT VERNON RD SE
CEDAR RAPIDS 52403
(41.977207723000049, -91.642499718999943)",57
4655,Casey's General Store #2237 / Prairi,1002 W 2ND ST,PRAIRIE CITY,50228,"1002 W 2ND ST
PRAIRIE CITY 50228
(41.596673567000039, -93.247082105999937)",50
4656,Casey's General Store #2301 / Ames,17005 HWY 69,AMES,50010,"17005 HWY 69
AMES 50010
(42.02087245000007, -93.610319689999983)",85
4678,Fareway Stores #124 / Adel,804 NILE KINNICK DR,ADEL,50003,"804 NILE KINNICK DR
ADEL 50003
(41.610323498000071, -94.016910063999944)",25
4709,Walgreens #12108 / Ames,2719 GRAND AVE,AMES,50010,"2719 GRAND AVE
AMES 50010
(42.048960312000077, -93.620677220999937)",85
4726,Walgreens #07454 / Ankeny,901 N ANKENY BLVD,ANKENY,50021,"901 N ANKENY BLVD
ANKENY 50021
(41.738803631000053, -93.600213309999958)",77
4727,Walgreens #07996 / Ankeny,2702 SE DELAWARE AVE,ANKENY,50021,"2702 SE DELAWARE AVE
ANKENY 50021
(41.702429992000077, -93.581397085999981)",77
4733,Walgreens #03773 / Urbandale,4600 86th ST,URBANDALE,50322,"4600 86th ST
URBANDALE 50322
(41.643933624000056, -93.736512576999985)",77
4756,Walgreens #03196 / Marshalltown,5 E ANSON,MARSHALLTOWN,50158,"5 E ANSON
MARSHALLTOWN 50158
(42.038111547000028, -92.912586340999951)",64
4891,Schottsy's Liquor,109 5th ST,SIBLEY,51249,"109 5th ST
SIBLEY 51249
(43.40395359300004, -95.751081979999981)",72
4877,World Liquor & Tobacco,1775 NW 86TH ST,CLIVE,50325,"1775 NW 86TH ST
CLIVE 50325
(41.607881812000073, -93.736314461999939)",77
4945,Osage Liquors,"508, MAIN ST",OSAGE,50461,"508, MAIN ST
OSAGE 50461
(43.284032423000042, -92.813980853999965)",66
4954,Casey's General Store #3244 / Urband,"3750, 111TH ST",URBANDALE,50322,"3750, 111TH ST
URBANDALE 50322
(41.628633256000057, -93.771366874999956)",77
2963,Dahl's / Clive,15500 HICKMAN,CLIVE,50325,"15500 HICKMAN
CLIVE 50325
(41.614713691000077, -93.831740680999985)",77
2606,Hy-vee Wine and Spirits / H,1011  13TH ST NORTH,HUMBOLDT,50548,"1011 13TH ST NORTH
HUMBOLDT 50548
(42.733262456000034, -94.227093180999987)",46
2655,Hy-vee Food Store / Clarinda,1200 S 16TH ST,CLARINDA,51632,"1200 S 16TH ST
CLARINDA 51632
(40.727136293000058, -95.037798041999963)",73
2951,Dahl's / Hickman,8700 HICKMAN,CLIVE,50322,"8700 HICKMAN
CLIVE 50322
(41.614938059000053, -93.764235148999944)",77
3390,Okoboji Avenue Liquor,1610 OKOBOJI AVENUE,MILFORD,51351,"1610 OKOBOJI AVENUE
MILFORD 51351
(43.33156980900003, -95.149953381999978)",30
2660,HY-VEE FOOD STORE / SIOUX CENTER,1951 S MAIN AVE,SIOUX CENTER,51250,"1951 S MAIN AVE
SIOUX CENTER 51250
(43.056282181000029, -96.175343105999957)",84
2959,Dahl's / Merle Hay,4343 MERLE HAY ROAD,DES MOINES,50310,"4343 MERLE HAY ROAD
DES MOINES 50310
(41.637569201000076, -93.697684214999981)",77
3065,Montezuma Super Valu,201 S FRONT ST,MONTEZUMA,50171,"201 S FRONT ST
MONTEZUMA 50171
(41.584180528000047, -92.527204412999936)",79
3484,Jeff's Foods,110 W CEDAR ST,MARCUS,51035,"110 W CEDAR ST
MARCUS 51035
(42.825727310000048, -95.808559641999977)",18
3536,Geno's Liquor,111 S COMMERCIAL AVE,EAGLE GROVE,50533,"111 S COMMERCIAL AVE
EAGLE GROVE 50533
(42.663618543000041, -93.904508429999964)",99
3705,Liquor Locker,507 1ST AVE #100,ROCK RAPIDS,51246,"507 1ST AVE #100
ROCK RAPIDS 51246
(43.431860911000058, -96.171576964999986)",60
3712,Monte Spirits,109 N 4TH ST,MONTEZUMA,50171,"109 N 4TH ST
MONTEZUMA 50171
(41.585519398000031, -92.523638673999983)",79
2647,Hy-vee #7 / Cedar Rapids,5050 EDGEWOOD RD,CEDAR RAPIDS,52411,"5050 EDGEWOOD RD
CEDAR RAPIDS 52411
(42.030572198000073, -91.701375558999985)",57
3838,Schnucks / Bettendorf,858 MIDDLE RD,BETTENDORF,52722,"858 MIDDLE RD
BETTENDORF 52722
(41.539044497000077, -90.520509088999972)",48
4619,Smokin' Joe's #3 Tobacco and Liquor,1737 AVE H,FORT MADISON,52627,"1737 AVE H
FORT MADISON 52627
(40.630239757000027, -91.32906307899998)",56
3894,Smokin' Joe's #6 Tobacco and Liquor,1404  1ST AVE NE,CEDAR RAPIDS,52402,"1404 1ST AVE NE
CEDAR RAPIDS 52402
(41.987315539000065, -91.653785167999956)",57
4312,I-80 Liquor / Council Bluffs,2411 S 24TH ST #1,COUNCIL BLUFFS,51501,"2411 S 24TH ST #1
COUNCIL BLUFFS 51501
(41.238100751000047, -95.879154186999983)",78
4166,Jesup Food Center,1314  7TH ST,JESUP,50648,"1314 7TH ST
JESUP 50648
(42.46945790500007, -92.06228750799994)",10
